Baja;Codigo_Colaborador;Codigo_Medida;Codigo_Sociedad;Codigo_Division_Personal;Codigo_Area_Personal;Codigo_SubDiv;Codigo_Nomina;Codigo_Relacion_Laboral;Codigo_Centro_Costo;Codigo_Estructura_Organizativa;Codigo_Posicion;Sexo;Edad_Empleado;Salario_Q_Normalizado;Codigo_Empresa;Grado_Hay_Limpio;Duracion_Anios
0;100564;1;6;13;26;6;13;1;400;380;4;2;28;0.703;7;11;1.15342
0;100565;1;1;44;26;137;6;1;314;302;32;2;30;1.3;8;14;1.17808
0;100566;1;6;14;26;5;13;1;400;380;10;1;28;0.55;7;11;1.15342
0;100567;1;13;62;26;187;10;1;563;409;1;1;31;1.25;4;14;1.15342
0;100568;1;4;91;26;248;14;1;358;336;32;2;34;1.15;11;14;1.1726
0;100569;1;13;63;26;186;10;1;558;413;30;1;33;0.945;4;12;1.15342
0;100571;1;4;91;26;248;14;1;350;345;93;2;43;2.65;11;16;1.15342
0;100572;1;6;13;26;6;13;1;400;380;10;1;25;0.55;7;11;1.13973
0;100573;1;14;90;26;249;8;1;581;372;4;1;24;1;7;13;1.13973
0;100574;1;6;13;26;6;13;1;426;385;184;1;28;0.47;7;11;1.13973
0;100576;11;1;34;26;136;6;1;325;309;4;2;23;0.6;8;10;1.16986
0;100577;1;13;63;26;186;10;1;558;413;30;2;30;0.945;4;12;1.13425
0;100579;1;4;91;26;248;14;1;350;345;93;2;34;2.65;11;16;1.11781
0;100580;1;4;91;26;248;14;1;352;336;4;2;31;0.75;11;12;1.12055
0;100583;1;16;9;26;13;16;1;598;420;4;2;25;0.6;3;11;1.12055
0;100585;1;4;91;26;248;14;1;357;350;90;1;45;2;11;16;1.11781
0;100587;1;1;34;26;136;6;1;325;309;32;1;30;1.4;8;14;1.09315
0;100588;1;4;91;26;248;14;1;374;341;142;1;37;0.42;11;10;1.10137
0;100592;1;4;91;26;248;14;1;357;350;48;1;46;0.465;11;13;1.08219
0;100593;1;6;13;26;6;13;1;416;375;59;1;42;3.3;7;17;1.09315
0;100595;1;6;14;26;5;13;1;414;384;10;1;27;0.55;7;10;1.07397
0;100596;1;5;15;26;20;2;1;382;353;90;1;47;1.6;11;15;1.07397
0;100597;10;1;34;26;136;6;1;325;310;32;2;26;1.3;8;14;1.02466
0;100598;1;13;63;26;186;10;1;560;412;129;1;23;0.705;4;12;1.07397
0;100599;1;1;35;33;27;6;1;292;498;185;2;28;0.925;8;12;1.07397
0;100600;1;1;36;33;84;6;1;297;617;185;2;27;0.925;8;12;1.07397
0;100602;1;1;44;33;44;6;1;292;498;185;2;23;0.925;8;12;1.07397
0;100603;1;1;30;33;55;6;1;297;617;185;1;26;0.925;8;12;1.07397
0;100605;1;3;11;26;14;11;1;342;400;130;2;27;0.9;12;13;1.07397
0;100606;1;16;8;26;12;16;1;594;424;90;2;29;1.7;3;15;1.07945
0;100608;1;1;45;33;98;6;1;291;460;185;2;25;0.925;8;12;1.05753
0;100609;1;1;27;33;94;6;1;297;617;185;1;27;0.925;8;12;1.05753
0;100610;1;6;13;26;6;13;1;450;641;59;1;39;3;7;17;1.05753
0;100611;1;6;14;26;10;13;1;430;630;4;2;31;1;7;13;1.05753
0;100617;1;6;13;26;6;13;1;452;600;59;1;46;3;7;17;1.03562
0;100619;1;6;13;26;6;13;1;406;380;10;1;24;0.55;7;11;1.03288
0;100622;1;16;8;26;12;16;1;595;615;4;2;32;1;3;13;1.01644
0;100627;1;1;34;26;136;6;1;311;296;59;1;45;4.5;8;18;0.9863
0;100628;1;1;31;33;43;6;1;291;460;185;1;28;0.925;8;12;0.9863
0;100629;1;1;44;33;90;6;1;292;498;185;1;26;0.925;8;12;0.9863
0;100630;1;6;14;26;5;13;1;431;385;184;1;32;0.47;7;11;0.98904
0;100632;1;6;14;26;5;13;1;394;595;126;1;35;0.45;7;10;0.98904
0;100633;1;6;14;26;10;13;1;402;379;10;2;30;0.55;7;11;0.9863
0;100635;11;4;91;26;248;14;1;358;336;52;1;41;1.5;11;15;0.9863
0;100636;1;4;91;26;248;14;1;364;347;10;2;40;0.43;11;10;0.97808
0;100640;1;16;9;26;13;16;1;597;420;32;2;30;1.2;3;13;0.98356
0;100641;1;6;13;7;8;13;1;439;393;145;2;27;0.52;7;11;0.96712
0;100642;1;6;13;7;8;13;1;439;393;145;1;38;0.52;7;11;0.96712
0;100643;1;4;91;26;248;14;1;355;336;52;1;31;0.8;11;13;0.9863
0;100645;1;6;13;26;6;13;1;448;385;183;1;35;0.55;7;11;0.9589
0;100650;1;6;14;26;5;13;1;427;629;4;1;26;1.3;7;13;0.9589
0;100654;1;1;34;26;136;6;1;313;607;131;1;22;0.367;8;10;0.96164
0;100655;1;13;62;26;187;10;1;570;643;32;2;29;1.25;4;14;0.94795
0;100656;1;6;13;26;6;13;1;431;385;184;1;35;0.47;7;11;0.91781
0;100658;1;6;13;26;6;13;1;431;385;184;1;31;0.47;7;11;0.91781
0;100659;11;1;7;29;62;6;1;97;480;59;1;29;0.895;8;12;0.94795
0;100660;10;1;34;26;136;6;1;299;296;56;1;29;4.2;8;18;0.94795
0;100661;1;6;13;26;6;13;1;431;385;184;1;43;0.47;7;11;0.90411
0;100662;1;6;13;26;6;13;1;424;392;90;1;28;1.7;7;15;0.90411
0;100663;1;4;91;26;248;14;1;365;337;91;1;52;2;11;15;0.90411
0;100665;1;4;91;26;248;14;1;371;340;10;2;21;0.36;11;8;0.90411
0;100667;1;4;91;26;248;14;1;366;343;32;1;38;1.3;11;14;0.90411
0;100668;1;6;14;26;5;13;1;446;601;59;1;37;3.88;7;17;0.90411
0;100669;1;14;90;26;249;8;1;582;374;137;2;32;2;7;15;0.90411
0;100670;1;6;14;26;10;13;1;397;637;4;2;26;0.703;7;12;0.90411
0;100671;1;6;13;26;6;13;1;431;385;184;1;33;0.47;7;11;0.89041
0;100673;1;4;91;26;248;14;1;365;337;59;2;46;3;11;18;0.89041
0;100677;1;14;90;26;249;8;1;582;374;137;1;46;2.4;7;16;0.90411
0;100678;1;6;13;26;6;13;1;416;375;10;1;25;0.48;7;9;0.89863
0;100680;1;13;62;26;187;10;1;572;626;32;2;35;1.5;4;14;0.87123
0;100681;1;5;15;26;20;2;1;377;353;129;1;38;1;11;13;0.87123
0;100682;1;6;13;26;6;13;1;431;385;184;1;45;0.47;7;11;0.86849
0;100683;1;3;11;26;14;11;1;344;402;129;1;30;0.95;12;13;0.87123
0;100685;1;1;34;25;35;6;1;299;296;56;2;32;3.3;8;16;0.87123
0;100686;1;1;34;26;136;6;1;330;301;59;2;43;5;8;17;0.8274
0;100687;1;6;13;26;6;13;1;431;385;184;1;28;0.47;7;11;0.86575
0;100688;1;6;13;26;6;13;1;431;385;184;1;27;0.47;7;11;0.86575
0;100690;1;6;14;26;10;13;1;430;630;4;1;24;1;7;13;0.84932
0;100691;1;6;13;26;6;13;1;448;385;183;1;29;0.5;7;11;0.84932
0;100692;11;5;15;26;20;2;1;377;355;90;1;29;1.6;11;15;0.85205
0;100694;1;1;34;26;136;6;1;322;297;59;1;35;3.5;8;18;0.93973
0;100695;1;3;11;26;14;11;1;338;396;84;2;40;1.6;12;15;0.83288
0;100696;1;16;9;26;13;16;1;598;420;90;2;38;1.6;3;15;0.83288
0;100697;1;6;14;26;5;13;1;433;385;183;2;32;0.435;7;10;0.84932
0;100699;1;3;11;26;14;11;1;341;399;47;2;28;1.05;12;13;0.83288
0;100700;9;16;8;26;12;16;1;595;615;4;2;43;1.2;3;13;0.8274
0;100701;1;13;63;26;186;10;1;558;413;30;1;41;0.7;4;11;0.8274
0;100702;11;16;9;26;13;16;1;600;418;4;1;28;1.2;3;13;0.83288
0;100703;1;4;91;26;248;14;1;366;343;93;1;47;2.65;11;17;0.8274
0;100704;1;6;13;26;6;13;1;435;594;91;2;30;2;7;15;0.8274
0;100707;1;13;62;26;187;10;1;564;408;32;2;30;1.42;4;14;0.8137
0;100709;1;4;91;26;248;14;1;367;596;145;1;28;0.8;11;14;0.8137
0;100710;1;4;91;26;248;14;1;366;343;32;1;32;1.3;11;14;0.8137
0;100711;1;4;91;26;248;14;1;365;337;4;2;31;0.75;11;12;0.8137
0;100712;1;1;44;26;137;6;1;314;302;30;1;30;1.02;8;13;0.80274
0;100713;1;6;14;26;10;13;1;402;379;4;1;31;0.703;7;12;0.79452
0;100714;1;4;91;26;248;14;1;357;350;48;1;51;0.465;11;13;0.79452
0;100715;1;4;91;26;248;14;1;374;341;145;1;31;0.8;11;13;0.79452
0;100716;1;6;13;26;6;13;1;426;385;184;1;22;0.47;7;11;0.79452
0;100718;1;13;63;26;186;10;1;573;611;84;1;36;1.84;4;15;0.79452
0;100719;1;1;44;26;137;6;1;316;300;32;1;40;1.5;8;14;0.77534
0;100720;10;16;9;26;13;16;1;598;420;10;1;31;0.48;3;10;0.7863
0;100723;1;6;14;26;5;13;1;433;385;183;1;34;0.435;7;10;0.7863
0;100724;1;6;13;26;6;13;1;402;379;10;1;26;0.55;7;11;0.77534
0;100726;1;6;13;26;6;13;1;431;385;184;1;47;0.47;7;11;0.77534
0;100727;1;6;14;26;10;13;1;430;601;4;1;23;1;7;13;0.77534
0;100729;1;16;9;26;13;16;1;598;420;4;1;26;0.6;3;11;0.77534
0;100730;1;16;9;26;13;16;1;598;420;4;2;27;0.6;3;11;0.7726
0;100731;1;6;13;26;6;13;1;426;385;184;1;23;0.47;7;11;0.75616
0;100732;1;6;13;26;6;13;1;426;385;184;1;24;0.47;7;11;0.75616
0;100733;1;5;15;26;20;2;1;379;354;90;2;34;1.8;11;15;0.75616
0;100735;1;6;14;26;10;13;1;414;380;10;2;24;0.55;7;11;0.75616
0;100739;1;6;13;26;6;13;1;426;385;184;1;22;0.47;7;11;0.75616
0;100741;1;6;13;26;6;13;1;426;385;184;1;43;0.47;7;11;0.75616
0;100743;1;6;14;26;5;13;1;433;385;183;2;20;0.435;7;10;0.75616
0;100744;1;1;34;26;136;6;1;329;297;90;1;54;2.5;8;16;0.71781
0;100747;1;3;11;26;14;11;1;339;397;32;1;27;1.2;12;15;0.71781
0;100752;1;3;11;26;14;11;1;344;402;129;1;27;0.9;12;13;0.75068
0;100754;1;4;91;26;248;14;1;354;357;52;2;31;1.15;11;13;0.71781
0;100755;1;5;15;26;20;2;1;379;357;145;1;33;0.8;11;12;0.71781
0;100757;1;9;60;26;173;9;1;471;365;90;2;35;1.6;11;15;0.71781
0;100760;1;4;91;26;248;14;1;357;349;48;1;27;0.465;11;13;0.71781
0;100763;1;6;14;26;10;13;1;397;637;4;2;28;0.703;7;12;0.71781
0;100764;1;6;14;26;10;13;1;455;644;32;1;40;1.7;7;15;0.71781
0;100765;1;6;13;26;6;13;1;426;385;184;1;25;0.47;7;11;0.71781
0;100766;1;6;13;26;6;13;1;426;385;184;1;29;0.47;7;11;0.71781
0;100767;1;6;13;26;6;13;1;426;385;184;1;32;0.47;7;11;0.71781
0;100768;1;14;90;26;249;8;1;586;648;184;1;23;0.65;7;11;0.71781
0;100769;1;13;62;26;187;10;1;567;404;139;1;43;2.5;4;15;0.71781
0;100770;1;5;15;26;20;2;1;382;353;145;2;23;0.8575;11;13;0.71781
0;100771;1;5;15;26;20;2;1;384;351;52;2;30;1.4;11;13;0.71781
0;100772;1;4;91;26;248;14;1;357;348;91;2;43;1.85;11;15;0.71781
0;100773;1;16;9;26;13;16;1;597;420;4;2;26;1;3;12;0.75616
0;100774;1;5;15;26;20;2;1;384;351;59;2;31;2.65;11;17;0.71781
0;100775;1;16;9;26;13;16;1;598;420;84;2;41;2.5;3;16;0.67945
0;100776;1;1;34;26;136;6;1;306;307;4;1;34;0.65;8;11;0.7726
0;100778;1;4;91;26;248;14;1;365;337;4;1;29;0.75;11;12;0.69863
0;100779;1;6;14;26;10;13;1;397;637;32;2;33;1.4;7;14;0.69863
0;100780;1;13;63;26;186;10;1;573;611;4;2;30;0.8;4;12;0.69589
0;100783;1;3;11;26;14;11;1;344;402;129;1;28;0.825;12;13;0.67945
0;100784;8;16;9;26;13;16;1;597;420;32;1;29;1.8;3;14;0.69041
0;100786;8;3;11;26;14;11;1;341;399;47;1;30;1;12;13;0.65753
0;100787;8;3;11;26;14;11;1;341;399;47;1;32;0.95;12;13;0.65753
0;100790;1;13;63;26;186;10;1;566;413;30;1;45;0.9375;4;13;0.65753
0;100791;1;16;9;26;13;16;1;599;419;90;2;42;2.5;3;16;0.65753
0;100792;1;4;91;26;248;14;1;349;627;93;1;39;2.75;11;17;0.65205
0;100794;1;14;90;26;249;8;1;585;372;4;1;23;1;7;13;0.6411
0;100795;1;6;14;26;10;13;1;397;637;4;1;27;0.703;7;12;0.6411
0;100796;11;6;14;26;5;13;1;393;618;59;1;30;3.5;7;16;0.63836
0;100800;8;3;11;26;14;11;1;344;402;44;2;28;0.9;12;13;0.6411
0;100803;1;3;11;26;14;11;1;342;400;32;1;34;1.2;12;14;0.6411
0;100805;1;5;15;26;20;2;1;379;354;32;2;32;1.45;11;14;0.62192
0;100809;1;1;34;26;138;6;1;316;300;52;2;35;2.5;8;16;0.63014
0;100810;1;6;14;26;5;13;1;428;390;137;1;32;2.1;7;15;0.62192
0;100813;1;1;34;26;136;6;1;306;307;32;1;50;1.24;8;13;0.62192
0;100819;1;4;91;26;248;14;1;346;332;8;1;25;0.46;11;11;0.59726
0;100835;1;13;63;26;186;10;1;558;413;30;1;27;0.7;4;11;0.59726
0;100865;1;16;9;26;13;16;1;598;420;4;2;27;0.6;3;11;0.59726
0;100866;1;16;9;26;13;16;1;598;420;4;2;27;0.6;3;11;0.59726
0;100867;1;6;14;26;5;13;1;394;595;11;2;23;0.37;7;9;0.60274
0;100868;1;6;14;26;5;13;1;394;595;145;1;49;0.7;7;11;0.60274
0;100870;1;3;11;26;14;11;1;339;397;32;2;22;0.825;12;13;0.58356
0;100871;1;9;60;26;173;9;1;468;592;51;2;30;0.42;11;10;0.58356
0;100872;10;6;14;26;5;13;1;387;618;30;1;34;1.1;7;13;0.58356
0;100874;1;6;13;26;6;13;1;442;385;4;1;24;1.1;7;13;0.58356
0;100875;1;14;90;26;249;8;1;586;648;184;1;33;0.65;7;11;0.58356
0;100876;1;6;13;26;6;13;1;395;375;45;1;32;8.556;7;20;0.57534
0;100877;1;1;34;26;136;6;1;297;305;33;2;23;0.9;8;13;0.60274
0;100878;8;3;11;26;14;11;1;341;399;7;1;41;1;12;13;0.57534
0;100879;1;16;9;26;13;16;1;597;420;52;1;33;2.2;3;16;0.57534
0;100880;1;13;62;26;187;10;1;563;409;137;1;35;1.5;4;15;0.57534
0;100881;1;13;62;26;187;10;1;563;409;137;1;34;1.5;4;15;0.57534
0;100882;1;13;62;26;187;10;1;563;409;137;2;43;1.5;4;15;0.57534
0;100883;1;6;14;26;5;13;1;453;645;36;1;41;1.8;7;15;0.57534
0;100884;1;4;91;26;248;14;1;354;338;145;2;29;0.8;11;13;0.57534
0;100886;1;6;13;26;6;13;1;432;603;4;1;35;0.7;7;11;0.5726
0;100887;1;6;13;26;6;13;1;431;385;184;1;29;0.47;7;11;0.5726
0;100888;1;6;13;26;6;13;1;431;385;184;1;28;0.47;7;11;0.5726
0;100889;1;6;13;26;6;13;1;442;385;4;2;27;1.1;7;13;0.56438
0;100890;1;6;14;26;5;13;1;433;385;183;1;20;0.435;7;10;0.5726
0;100891;1;6;14;26;5;13;1;433;385;183;1;24;0.435;7;10;0.5726
0;100892;1;6;14;26;5;13;1;433;385;183;2;28;0.435;7;10;0.5726
0;100895;1;6;13;26;6;13;1;426;385;184;2;24;0.47;7;11;0.5726
0;100896;1;6;13;26;6;13;1;431;385;184;1;29;0.47;7;11;0.56438
0;100898;1;4;91;26;248;14;1;350;345;4;2;37;0.685;11;12;0.54521
0;100899;1;4;91;26;248;14;1;365;337;4;2;37;0.75;11;12;0.54521
0;100900;1;4;91;26;248;14;1;357;350;48;1;36;0.465;11;13;0.54521
0;100902;1;4;91;26;248;14;1;358;336;59;1;33;3.5;11;17;0.54521
0;100916;1;16;9;26;13;16;1;600;418;14;1;35;3.7;3;17;0.54521
0;100918;1;13;62;26;187;10;1;563;409;137;1;31;1.25;4;13;0.54521
0;100919;1;6;13;26;6;13;1;402;379;10;1;29;0.55;7;10;0.53425
0;100921;1;16;9;26;13;16;1;597;420;52;2;34;2.7;3;16;0.53699
0;100922;1;13;63;26;186;10;1;558;413;32;1;44;1.4;4;14;0.53425
0;100923;1;6;14;26;10;13;1;405;381;4;1;31;0.7;7;12;0.53425
0;100924;1;4;91;26;258;14;1;366;343;145;1;30;0.95;11;13;0.52603
0;100925;8;13;63;26;186;10;1;558;413;30;2;32;0.945;4;14;0.52603
0;100929;8;16;8;26;12;16;1;595;615;4;1;24;0.73;3;12;0.52603
0;100934;8;4;91;26;248;14;1;365;337;52;1;48;1;11;13;0.50685
0;100935;8;6;13;26;6;13;1;418;387;4;1;45;1.3;7;13;0.50685
0;100936;8;6;13;26;6;13;1;421;385;59;1;46;3;7;17;0.48493
0;100937;1;4;91;26;248;14;1;365;337;4;1;32;0.75;11;12;0.48493
0;100938;8;4;91;26;248;14;1;365;337;32;1;42;1.35;11;14;0.48493
0;100940;8;3;11;26;14;11;1;341;399;47;1;28;1.19;12;14;0.48493
0;100941;1;6;14;26;10;13;1;426;385;183;1;21;0.47;7;11;0.48493
0;100942;1;6;14;26;10;13;1;426;385;183;1;20;0.47;7;11;0.48493
0;100943;8;14;90;26;249;8;1;582;374;137;1;55;2.2;7;16;0.48493
0;100944;8;6;13;26;6;13;1;424;392;4;1;27;0.8;7;12;0.48493
0;100948;1;16;9;26;13;16;1;598;420;10;2;30;0.55;3;10;0.48493
0;100949;8;1;34;26;136;6;1;330;301;32;2;25;0.95;8;13;0.46849
0;100951;8;4;91;26;248;14;1;364;347;59;1;46;3.7;11;17;0.47945
0;100952;8;4;91;26;248;14;1;354;338;32;1;26;1.2;11;14;0.46849
0;100953;1;4;91;26;248;14;1;358;336;17;1;28;1.2;11;14;0.46849
0;100956;1;6;13;26;6;13;1;447;634;4;2;22;0.8;7;12;0.46849
0;100957;1;6;13;26;6;13;1;447;634;4;1;24;0.8;7;12;0.46849
0;100958;1;6;13;26;6;13;1;447;634;4;1;20;0.8;7;12;0.46849
0;100959;8;6;13;26;6;13;1;447;634;32;1;28;1.3;7;14;0.46849
0;100960;8;1;34;26;136;6;1;292;305;33;2;28;0.9;8;13;0.46849
0;100969;8;16;9;26;13;16;1;600;418;4;1;30;2.176;3;16;0.46301
0;100970;1;9;60;26;173;9;1;468;591;4;2;23;0.6;11;12;0.44932
0;100971;8;4;91;26;248;14;1;358;336;8;1;24;0.46;11;11;0.44932
0;100972;8;4;91;26;248;14;1;359;344;93;2;34;3;11;17;0.44658
0;100973;10;16;9;26;13;16;1;598;420;10;2;32;0.486;3;10;0.44932
0;100976;1;5;15;26;20;2;1;380;355;145;1;36;0.8;11;12;0.4274
0;100982;10;14;90;26;249;8;1;586;648;184;2;31;0.65;7;12;0.43014
0;100983;1;6;13;26;6;13;1;431;385;184;1;20;0.47;7;11;0.43014
0;100984;8;6;13;26;6;13;1;431;385;184;1;38;0.47;7;11;0.43014
0;100985;1;5;15;26;20;2;1;382;353;4;1;27;0.6;11;12;0.42192
0;100986;8;1;38;33;54;6;1;300;441;3;1;30;0.6725;8;12;0.43014
0;100987;8;6;14;26;5;13;1;387;618;145;1;24;0.75;7;12;0.42192
0;100988;8;1;59;33;124;6;1;301;609;3;1;30;0.6725;8;12;0.43014
0;100989;8;4;91;26;248;14;1;366;343;4;1;32;0.59;11;12;0.41096
0;100990;1;4;91;26;248;14;1;365;337;8;1;37;0.5;11;11;0.40822
0;100991;8;6;13;26;6;13;1;451;603;59;1;48;3.5;7;17;0.40822
0;100992;8;6;14;26;10;13;1;435;594;182;1;32;3;7;16;0.40822
0;100993;8;16;9;26;13;16;1;602;418;90;1;32;2.1;3;15;0.40822
0;101002;8;16;9;26;13;16;1;597;399;27;2;31;0.84;3;12;0.4
0;101003;8;16;9;26;13;16;1;598;420;4;2;27;0.93;3;12;0.39178
0;101008;1;14;90;26;249;8;1;586;648;184;1;24;0.65;7;12;0.39178
0;101009;8;4;91;26;248;14;1;352;336;32;1;38;1.45;11;14;0.39178
0;101011;1;6;14;26;5;13;1;414;384;10;1;25;0.55;7;10;0.3863
0;101024;1;1;41;33;52;6;1;301;479;3;2;28;0.6725;8;12;0.38356
0;101025;8;3;11;26;14;11;1;342;400;32;1;27;1.343;12;15;0.36712
0;101029;8;4;91;26;248;14;1;349;627;17;1;33;1.2;11;14;0.35342
0;101031;8;9;60;26;173;9;1;468;591;32;2;38;1.3;11;14;0.35068
0;101032;8;16;9;26;13;16;1;601;418;90;1;34;2.72;3;16;0.35342
0;101033;8;13;62;26;187;10;1;567;404;139;1;29;1.6;4;14;0.35068
0;101034;1;4;91;26;248;14;1;352;336;32;2;30;1.45;11;14;0.35342
0;101036;1;13;62;26;187;10;1;563;409;137;1;39;1.5;4;15;0.34521
0;101037;8;4;91;26;248;14;1;351;334;17;1;33;1.2;11;14;0.33425
0;101039;8;13;62;26;187;10;1;572;626;32;2;28;1.42;4;14;0.33425
0;101040;8;3;11;26;14;11;1;341;399;47;1;45;1.05;12;13;0.33425
0;101041;8;4;91;26;248;14;1;357;349;48;1;35;0.465;11;13;0.33425
0;101042;8;6;14;26;5;13;1;387;618;145;1;25;0.95;7;12;0.32329
0;101043;8;3;11;26;14;11;1;341;399;32;1;39;1.36;12;15;0.32329
0;101044;1;6;13;26;6;13;1;405;381;10;2;24;0.55;7;10;0.32329
0;101045;8;16;9;26;13;16;1;598;420;8;2;29;0.84;3;12;0.31233
0;101046;8;6;14;26;5;13;1;394;595;11;2;23;0.37;7;9;0.31233
0;101047;1;1;44;33;90;6;1;302;513;3;1;29;0.6725;8;12;0.32329
0;101048;8;1;17;33;131;6;1;301;646;3;1;32;0.6725;8;12;0.32329
0;101050;8;16;9;26;13;16;1;597;420;52;2;36;2;3;16;0.29589
0;101051;1;6;14;26;10;13;1;405;381;4;1;25;0.7;7;12;0.27671
0;101053;8;3;11;26;14;11;1;339;397;93;2;52;3.9;12;18;0.26849
0;101055;8;16;9;26;13;16;1;598;420;4;2;27;0.85;3;12;0.25753
0;101056;8;16;9;26;13;16;1;598;420;10;2;24;0.48;3;10;0.25205
0;101057;8;1;85;33;67;6;1;303;501;3;1;24;0.6725;8;12;0.23836
0;101058;8;1;36;33;84;6;1;302;457;3;2;31;0.6725;8;12;0.23836
0;101059;8;1;7;33;62;6;1;301;480;3;1;30;0.6725;8;12;0.23836
0;101060;8;1;16;33;103;6;1;302;430;3;2;24;0.6725;8;12;0.23836
0;101061;8;1;59;33;124;6;1;301;609;3;1;35;0.7025;8;12;0.23836
0;101062;1;1;92;33;57;6;1;302;431;3;1;31;0.7025;8;12;0.23836
0;101063;1;1;43;33;49;6;1;301;462;3;1;36;0.6725;8;12;0.23836
0;101064;1;1;85;33;93;6;1;303;506;3;2;31;0.7025;8;12;0.23836
0;101066;1;1;10;33;125;6;1;303;610;3;2;27;0.6725;8;12;0.23836
0;101068;8;1;55;33;86;6;1;303;503;3;1;30;0.6725;8;12;0.23836
0;101069;8;1;30;33;55;6;1;297;617;3;1;26;0.7025;8;12;0.23836
0;101070;1;1;89;33;96;6;1;303;515;3;1;31;0.6725;8;12;0.23836
0;101071;8;13;62;26;187;10;1;564;408;32;2;32;1.42;4;14;0.23836
0;101072;1;6;14;26;5;13;1;387;618;51;1;28;0.9;7;12;0.23836
0;101073;8;1;84;33;118;6;1;301;481;56;1;37;1.125;8;13;0.23836
0;101076;8;6;13;7;8;13;1;439;593;32;2;34;1.375;7;14;0.21918
0;101077;1;1;34;26;136;6;1;329;297;32;2;24;1.6;8;14;0.18082
0;101078;8;13;62;26;187;10;1;563;409;4;1;28;0.84;4;12;0.2
0;101080;8;4;91;26;248;14;1;348;598;184;2;27;0.5;11;12;0.2
0;101082;8;4;91;26;248;14;1;347;335;4;2;33;0.75;11;12;0.18082
0;101083;1;6;14;26;5;13;1;408;384;32;1;29;1.2;7;14;0.18082
0;101084;1;6;14;26;5;13;1;408;384;32;1;33;1.2;7;14;0.18082
0;101089;8;4;91;26;248;14;1;352;336;4;1;30;0.75;11;12;0.16164
0;101090;8;3;11;26;14;11;1;341;399;27;2;31;0.75;12;12;0.16164
0;101091;8;13;62;26;187;10;1;569;407;52;1;31;1.79;4;15;0.15342
0;101092;8;6;13;26;6;13;1;420;385;184;1;22;0.45;7;9;0.15342
0;101093;8;6;14;26;5;13;1;453;645;36;1;33;2;7;15;0.15342
0;101094;8;6;14;26;5;13;1;434;602;183;1;20;0.42;7;10;0.15342
0;101095;8;6;13;26;6;13;1;402;379;90;1;30;1.6;7;15;0.14247
0;101096;8;1;36;33;84;6;1;302;457;3;2;28;0.7025;8;12;0.15342
0;101097;8;1;33;33;73;6;1;300;447;3;2;33;0.6725;8;12;0.15342
0;101098;8;1;57;33;77;6;1;301;476;3;2;26;0.7025;8;12;0.15342
0;101101;8;1;46;33;97;6;1;302;439;56;1;34;1.125;8;13;0.15342
0;101102;8;1;85;33;93;6;1;303;506;3;1;28;0.6725;8;12;0.15342
0;101103;8;1;45;33;98;6;1;301;464;3;1;26;0.7025;8;12;0.15342
0;101104;8;1;85;33;67;6;1;303;501;3;1;37;0.7025;8;12;0.15342
0;101105;8;3;11;26;14;11;1;344;402;129;1;26;0.825;12;13;0.14247
0;101106;8;3;11;26;14;11;1;339;397;32;2;29;1.15;12;14;0.14247
0;101107;8;13;62;26;187;10;1;563;409;137;1;26;1.5;4;15;0.14247
0;101108;8;6;13;26;6;13;1;448;385;183;1;29;0.55;7;11;0.14247
0;101110;8;16;9;26;13;16;1;598;420;10;2;22;0.4;3;9;0.13699
0;101111;8;4;91;26;248;14;1;347;335;30;2;39;1;11;13;0.12329
0;101113;8;1;7;33;62;6;1;301;480;3;1;27;0.6015;8;12;0.15342
0;101114;8;4;91;26;248;14;1;347;335;4;2;33;0.75;11;12;0.12329
0;101115;8;13;62;26;187;10;1;563;409;137;1;38;1.5;4;15;0.12329
0;101116;8;1;48;33;99;6;1;302;438;3;2;31;0.6725;8;12;0.15342
0;101117;8;16;9;26;13;16;1;598;420;10;2;26;0.4;3;9;0.12055
0;101118;8;1;39;33;56;6;1;300;470;3;2;30;0.7025;8;12;0.15342
0;101119;8;1;92;33;57;6;1;302;431;3;2;28;0.6015;8;12;0.15342
0;101120;10;1;47;33;110;6;1;302;437;3;2;26;0.6015;8;12;0.15342
0;101121;8;1;85;33;122;6;1;303;599;3;2;31;0.6015;8;12;0.11507
0;101122;8;1;16;33;103;6;1;302;430;3;2;28;0.6015;8;12;0.11507
0;101123;8;1;85;33;93;6;1;303;506;3;2;28;0.6015;8;12;0.11507
0;101124;8;1;35;33;27;6;1;302;518;3;2;26;0.6725;8;12;0.11507
0;101125;8;1;43;33;49;6;1;301;462;56;2;33;1.125;8;13;0.11507
0;101126;1;1;110;33;128;6;1;303;622;3;1;30;0.6015;8;12;0.11507
0;101127;8;1;59;33;124;6;1;301;609;3;2;30;0.6725;8;12;0.11507
0;101129;8;1;32;33;88;6;1;300;532;3;1;36;0.6705;8;12;0.11507
0;101130;8;13;62;26;187;10;1;569;407;90;1;31;2.72;4;16;0.10411
0;101131;8;6;13;26;6;13;1;447;634;4;1;31;0.8;7;12;0.11233
0;101132;8;6;13;26;6;13;1;431;385;184;1;25;0.47;7;11;0.11233
0;101133;8;6;13;26;6;13;1;420;385;184;1;24;0.45;7;9;0.11233
0;101134;8;6;13;26;6;13;1;426;385;184;1;22;0.65;7;12;0.11233
0;101135;8;1;21;33;111;6;1;301;483;56;1;26;1.125;8;13;0.11507
0;101136;8;5;15;26;20;2;1;376;356;129;1;24;0.6;11;11;0.10411
